Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code
WCC03-21076  ,TEXACO - HWY 101 - HP#7                 ,1006 HIGHWAY 101 N                     ,                                        ,,CRESCENT CITY       ,CA             ,95531,(707) 443-3069,2900,545,
WCC03-21108  ,RAYS FOOD PLACE #8 - GOLD BEACH         ,29560 ELLENSBURG AVE                    ,                                        ,,GOLD BEACH          ,OR             ,97444,(541) 247-7721,2900,545,
WCC03-21119  ,RAYS FOOD PLACE #47 - FORTUNA           ,2009 MAIN ST                            ,                                        ,,FORTUNA             ,CA             ,95540,(707) 725-3835,2900,545,
WCC03-31001  ,RENNER PLANT - CLOVERDALE               ,28181 S REDWOOD HWY                    ,                                        ,,CLOVERDALE          ,CA             ,95425,(707) 894-0776,2900,545,
WCC03-31015  ,SHELL - EUREKA -HP # 17                 ,3505 BROADWAY                           ,                                        ,,EUREKA              ,CA             ,95503,(707) 443-1891,2900,545,
WCC03-31034  ,CHEVRON - ARCATA HP # 18                ,421 J STREET                            ,                                        ,,ARCATA              ,CA             ,95521,(707) 826-9268,2900,545,
WCC03-31039  ,RENNER PATRIOT                          ,1089 HWY 101 S                        ,                                        ,,CRESCENT CITY       ,CA             ,95531,(707) 465-1089,2900,545,
WCC03-31047  ,NORTHERN PACIFIC PETROLEUM              ,16345 HWY 29                            ,                                        ,,CLEARLAKE           ,CA             ,95457,(707) 994-6157,2900,545,
WCC03-31052  ,PATRIOT - FAIRWAY GAS & PLUS MARKET     ,1723 BROADWAY                           ,                                        ,,EUREKA              ,CA             ,95501,(707) 442-1611,2900,545,
WCC03-31058  ,GOLDEN GATE - LAKEPORT STORE            ,3740 HIGHLANDS SPRING RD                ,                                        ,,LAKEPORT            ,CA             ,95453,(707) 263-6281,2900,545,
WCC03-31062  ,HOWONQUET LODGE                         ,350 NORTH INDIAN RD                     ,                                        ,,SMITH RIVER         ,CA             ,95567,(707) 487-7777,2900,545,
WCC03-31073  ,BLUE LAKE CASINO                        ,777 CASINO WAY                          ,                                        ,,BLUE LAKE           ,CA             ,95525,(707) 668-9770,2900,545,
WCC03-31082  ,SHELL - G. STREET HP #19                ,1401 G STREET                           ,                                        ,,ARCADA              ,CA             ,95521,,2900,545,
WCC04-240021 ,SUPER LIQUOR                            ,3817 WILSON RD                          ,                                        ,,BAKERSFIELD         ,CA             ,93309,(661) 397-7500,2900,545,
WCC04-240024 ,TONY'S ONE STOP                         ,2407 N FRUIT AVE                       ,                                        ,,FRESNO              ,CA             ,93705,(559) 906-1565,2900,545,
WCC04-240028 ,HOWARD`S MINI MART                      ,1332 BERNARD ST                        ,                                        ,,BAKERSFIELD         ,CA             ,93305,(661) 326-1745,2900,545,
WCC04-240043 ,CHEVRON - COFFEE                        ,1125 COFFEE RD                          ,                                        ,,BAKERSFIELD         ,CA             ,93308,(661) 364-4700,2900,545,
WCC04-240045 ,CHEVRON - H & S                         ,300 BEAR MTN BLVD                       ,                                        ,,ARVIN               ,CA             ,93203,(661) 854-2002,2900,545,
WCC04-40012  ,BREAK ROOM EXPRESS                      ,855 M ST  STE#160                       ,                                        ,,FRESNO              ,CA             ,93721,(559) 824-5609,2900,545,
WCC04-40013  ,SHELL - LEBEC CHASE INC                 ,9069 GRAPEVINE RD                       ,                                        ,,LEBEC               ,CA             ,93243,(661) 243-6921,2900,545,
WCC04-40018  ,MOBIL - STOCKDALE HWY                   ,13001 STOCKDALE HWY                    ,                                        ,,BAKERSFIELD         ,CA             ,93314,(661) 588-2861,2900,545,
WCC04-40019  ,SINCLAIR - TULARE CHASE INC             ,1275 N BLACKSTONE                       ,                                        ,,TULARE              ,CA             ,93274,(559) 685-9697,2900,545,
WCC04-40033  ,BLACKWELLS CORNER GENERAL STORE         ,17191 HWY 46                            ,                                        ,,LOST HILLS          ,CA             ,93249,(661) 797-2905,2900,545,
WCC04-40040  ,SHELL - TIGER MART                      ,2098 HWY 46                             ,                                        ,,WASCO               ,CA             ,93250,(661) 758-3400,2900,545,
WCC04-40044  ,SHOP & SAVE - PORTERVILLE               ,1206 W WESTFIELD AVE                    ,                                        ,,PORTERVILLE         ,CA             ,93257,(559) 333-0478,2900,545,
WCC04-40050  ,SHELL - BROOKSIDE DELI                  ,4700 COFFEE ROAD                        ,                                        ,,BAKERSFIELD         ,CA             ,93308,(661) 588-1338,2900,545,
WCC04-40059  ,VALERO - LEMOORE  CHASE INC             ,110 WEST D STREET                       ,                                        ,,LEMOORE             ,CA             ,93245,(559) 289-5325,2900,545,
WCC04-40060  ,SHELL - KETTLEMAN CITY CHASE INC        ,25712 WARD DRIVE                        ,                                        ,,KETTLEMAN CITY      ,CA             ,93239,(559) 386-9777,2900,545,
WCC04-40068  ,J STREET MINI MART                      ,1510 N J STREET                        ,                                        ,,TUKARE              ,CA             ,93274,(559) 685-1465,2900,545,
WCC04-40071  ,CITY OF SHAFTER                         ,1150 E ASH AVE                          ,                                        ,,SHAFTER             ,CA             ,93263,(661) 378-3615,2900,545,
WCC04-40075  ,CHEVRON - THE BARN - DELANO             ,713 WOOLLOMES AVE                       ,                                        ,,DELANO              ,CA             ,93215,(661) 319-9412,2900,545,
WCC04-40076  ,76 - WASCO MARKET                       ,1445 HWY 46                             ,                                        ,,WASCO               ,CA             ,93280,(661) 240-5080,2900,545,
WCC04-40095  ,CHEVRON - PRINCE PALACE - HWY 119       ,20238 HWY 119                           ,                                        ,,BAKERSFIELD         ,CA             ,93311,(661) 203-8050,2900,545,
WCC04-40105  ,SHELL - SLATER                          ,1014 E BULLARD AVE                    ,                                        ,,FRESNO              ,CA             ,93710,(559) 439-8631,2900,545,
WCC04-40110  ,SINCLAIR - KC MARKET                    ,216 BECKY PEASE ST                      ,                                        ,,KETTLEMAN CITY      ,CA             ,93239,(559) 386-0304,2900,545,
WCC04-40113  ,CHEVRON - THE BARN - CHINA LAKE         ,1648 CHINA LAKE BLVD                    ,                                        ,,RIDGECREST          ,CA             ,93555,,2900,545,
WCC04-40114  ,DENNY'S - CHASE INC                     ,27585 BERNARD DR                        ,                                        ,,KETTLEMAN CITY      ,CA             ,93245,(559) 330-5006,2900,545,
WCC04-40117  ,CHEVERON - THE BARN - DEMAREE           ,1330 N DEMAREE                         ,                                        ,,VISILIA             ,CA             ,93291,(559) 205-2882,2900,545,
WCC04-40201  ,S & S MINI MART                         ,10618 MAIN ST                           ,                                        ,,LAMONT              ,CA             ,93241,(559) 859-2385,2900,545,
WCC04-40202  ,LOS PRIMOS MARKET                       ,20885 GONSER ST                         ,                                        ,,LATON               ,CA             ,93242,(661) 303-8810,2900,545,
WCC04-40205  ,FIRDUZA INC.                            ,620 W 7TH ST                           ,                                        ,,HANFORD             ,CA             ,93230,(559) 585-0799,2900,545,
WCC04-40206  ,SULTANA FOOD MART                       ,10427 AVE 416                           ,                                        ,,SULTANA             ,CA             ,93666,(559) 406-6241,2900,545,
WCC04-40210  ,MOBIL - CLEVELAND AVE                   ,1030 W CLEVELAND AVE                   ,                                        ,,MADERA              ,CA             ,93637,(559) 871-2836,2900,545,
WCC04-40213  ,CENTRAL GAS - MADERA                    ,514 S GATEWAY DR                        ,                                        ,,MADERA              ,OR             ,93637,(510) 355-7587,2900,545,
WCC04-40214  ,PETROSONIC #2                           ,2145 N BLACKSTONE                       ,                                        ,,FRESNO              ,CA             ,93703,(530) 554-0528,2900,545,
WCC04-40218  ,RJ'S TRAVEL CENTER                      ,36218 HWY 99                            ,                                        ,,TRAVER              ,CA             ,93673,(559) 302-7061,2900,545,
WCC04-40219  ,BIG B'S TRAVEL CENTER #2                ,1640 HWY 99                             ,                                        ,,DELANO              ,CA             ,93215,(559) 380-8888,2900,545,
WCC04-40230  ,PAIGE TRUCK STOP                        ,1297 E PAIGE AVE                       ,                                        ,,TULARE              ,CA             ,93274,(559) 687-8090,2900,545,
WCC04-61428  ,PANNU STAR MART                         ,14805 BUFORD ST                         ,                                        ,,LOST HILLS          ,CA             ,93249,(661) 797-2896,2900,545,
WCC04-69001  ,CHEVRON - STOCKDALE HWY                 ,13004 STOCKDALE HWY                     ,                                        ,,BAKERSFIELD         ,CA             ,93314,(661) 587-8987,2900,545,
WCC06-190077 ,7 STAR FOOD STORE                       ,29633 MISSION BLVD                      ,                                        ,,HAYWARD             ,CA             ,94544,(510) 582-7555,2900,545,
WCC06-190247 ,DIAMOND GAS #5                          ,1200 6TH STREET                         ,                                        ,,MODESTO             ,CA             ,95354,(510) 432-5211,2900,545,
WCC06-190256 ,HAYWARD GAS N FOOD                      ,391 WEST A STREET                       ,                                        ,,HAYWARD             ,CA             ,94541,(510) 782-7600,2900,545,
WCC06-250001 ,SHELL - ALAMO - RADC ENTERPRISE         ,3188 DANVILLE BLVD                      ,                                        ,,ALAMO               ,CA             ,94507,(925) 838-4153,2900,545,
WCC06-250010 ,SHELL - BAILEY RD - RADC ENTERPRISES    ,261 BAILEY RD                           ,                                        ,,PITTSBURG           ,CA             ,94561,(925) 458-6117,2900,545,
WCC06-250013 ,ANABI OIL - DAVIS ST - SHELL            ,1944 DAVIS ST                           ,                                        ,,SAN LEANDRO         ,CA             ,95377,(510) 383-9030,2900,545,
WCC06-250017 ,SHELL - ANTIOCH - RADC ENTERPRISES      ,2701 HILLCREST AVE                      ,                                        ,,ANTIOCH             ,CA             ,94531,(925) 777-9772,2900,545,
WCC06-40035  ,76 - LOS BANOS PDI CHASE INC            ,1063 E PACHECO BLVD                     ,                                        ,,LOS BANOS           ,CA             ,93635,(559) 277-2828,2900,545,
WCC06-60000  ,WAREHOUSE - LIVERMORE                   ,2416 RESEARCH DRIVE                     ,                                        ,,LIVERMORE           ,CA             ,94550,,2900,545,
WCC06-61001  ,BONFARE #41                             ,3215 OAK KNOLL RD                       ,                                        ,,REDWOOD CITY        ,CA             ,94061,(510) 856-8457,2900,545,
WCC06-61088  ,HILLTOP FOOD MART                       ,4251 HILLTOP DR                         ,                                        ,,RICHMOND            ,CA             ,94803,(510) 222-8700,2900,545,
WCC06-61102  ,VALERO - CENTRAL AVE.                   ,5430 CENTRAL AVE                       ,                                        ,,RICHMOND            ,CA             ,94804,(510) 525-7679,2900,545,
WCC06-61108  ,GOLDEN GAS                              ,6600 FOOTHILL BLVD                     ,                                        ,,OAKLAND             ,CA             ,94605,(650) 248-8945,2900,545,
WCC06-61177  ,76 - BLOSSOM HILL                       ,1099 BLOSSOM HILL                       ,                                        ,,SAN JOSE            ,CA             ,95123,(408) 448-7676,2900,545,
WCC06-61213  ,BONFARE #32                             ,3598 WILLOW PASS RD                    ,                                        ,,CONCORD             ,CA             ,94519,(925) 246-8600,2900,545,
WCC06-61214  ,BONFARE #11                             ,408 W CAPITOL EXPRESSWAY               ,                                        ,,SAN JOSE            ,CA             ,95136,(408) 238-8996,2900,545,
WCC06-61220  ,BONFARE #13                             ,14701 SAN PABLO AVE                     ,                                        ,,SAN PABLO           ,CA             ,94806,(910) 514-7350,2900,545,
WCC06-61237  ,STOP N SAVE #115                        ,1795 SCOTT BLVD                        ,                                        ,,SANTA CLARA         ,CA             ,95050,(408) 244-3449,2900,545,
WCC06-61240  ,BONFARE CORPORATE OFFICE                ,461 SOUTH MILPITAS BLVD  STE 1          ,                                        ,,MILPITAS            ,CA             ,95035,(408) 874-8600,2900,545,
WCC06-61251  ,STOP N SAVE # 108                       ,20570 STANTON AVE                      ,                                        ,,CASTRO VALLEY       ,CA             ,94546,(510) 538-5713,2900,545,
WCC06-61306  ,CHEVRON - WEST VALLEY AUTO SERVICE      ,2615 GRANT LINE RD                      ,                                        ,,TRACY               ,CA             ,95391,(209) 836-3464,2900,545,
WCC06-61343  ,76 - THORTON RD                         ,8606 THORTON RD                         ,                                        ,,STOCKTON            ,CA             ,95209,(209) 478-8959,2900,545,
WCC06-61366  ,76 - DALY CITY                          ,6989 MISSION ST                         ,                                        ,,DALY CITY           ,CA             ,94014,(650) 991-2725,2900,545,
WCC06-61368  ,BONFARE #28                             ,2800 GRANT ST                           ,                                        ,,CONCORD             ,CA             ,94520,(925) 969-1956,2900,545,
WCC06-61372  ,BLACOW GAS                              ,37635 BLACOW RD                         ,                                        ,,FREMONT             ,CA             ,94536,(510) 792-1940,2900,545,
WCC06-61458  ,VINTNER DIST. MAIN OFFICE               ,41805 ALBRAE ST                         ,                                        ,,FREMONT             ,CA             ,94545,,2900,545,
WCC06-61563  ,CHEVRON - VASCO RD                      ,1025 N VASCO RD                         ,                                        ,,LIVERMORE           ,CA             ,94551,(858) 335-1449,2900,545,
WCC06-61595  ,76 - SAN MARTIN GAS N MART              ,13235 MONTEREY HWY                      ,                                        ,,SAN MARTIN          ,CA             ,95046,(650) 305-0434,2900,545,
WCC06-61598  ,76 - EXPRESS MART 1 - CHASE INC         ,1432 9TH ST                             ,                                        ,,MODESTO             ,CA             ,95350,(209) 521-2845,2900,545,
WCC06-61600  ,WAVE 92 - DOUBLETIME -  AA CORP                ,390 W JACKSON ST                       ,                                        ,,HAYWARD             ,CA             ,94544,(510) 293-9392,2900,545,
WCC06-61603  ,GAS N SHOP #104                         ,609 E 4TH ST                            ,                                        ,,SAN MATEO           ,CA             ,94401,(650) 347-4887,2900,545,
WCC06-61609  ,VALERO - HUB                            ,4004 MOWRY AVE                          ,                                        ,,FREMONT             ,CA             ,94538,(510) 794-7772,2900,545,
WCC06-61623  ,BART GAS & FOOD                         ,1395 7TH STREET                         ,                                        ,,OAKLAND             ,CA             ,94607,(510) 415-5937,2900,545,
WCC06-61645  ,CHEVRON - MARCH LANE                    ,1916 MARCH LANE                         ,                                        ,,STOCKTON            ,CA             ,95210,(209) 954-0945,2900,545,
WCC06-61660  ,BONFARE #25                             ,650 H CENTRAL AVE                       ,                                        ,,ALAMEDA             ,CA             ,94501,(510) 856-8457,2900,545,
WCC06-61665  ,GAS N SHOP #103                         ,895 WOODSIDE RD                         ,                                        ,,REDWOOD CITY        ,CA             ,94061,(650) 361-1788,2900,545,
WCC06-61669  ,ARCO - HARBOR WAY MARKET                ,1000 CUTTING BLVD                       ,                                        ,,RICHMOND            ,CA             ,94804,(510) 235-9559,2900,545,
WCC06-61671  ,VALERO - TOMMYS #116                    ,706 E 4TH AVE                           ,                                        ,,SAN MATEO           ,CA             ,94401,(620) 579-0819,2900,545,
WCC06-61681  ,GAS N SHOP #101 SANTA CRUZ              ,2003 MISSION ST                         ,                                        ,,SANTA CRUZ          ,CA             ,95060,(831) 426-6538,2900,545,
WCC06-61691  ,76 - POLANCO ENTERPRISES INC            ,602 W SAN CARLOS ST                     ,                                        ,,SAN JOSE            ,CA             ,95126,(408) 271-8849,2900,545,
WCC06-61692  ,SHELL - S&S                             ,3255 STANLEY BLVD                       ,                                        ,,LAFAYETTE           ,CA             ,94549,(510) 432-0062,2900,545,
WCC06-61698  ,MOBIL - 5TH AVE                         ,795 5TH AVE                             ,                                        ,,REDWOOD             ,CA             ,94062,(650) 363-8440,2900,545,
WCC06-61701  ,SANBORN VENTURES - DOUBLETIME - AA CORP           ,188 S SANBORN RD                        ,                                        ,,SALINAS             ,CA             ,93905,(831) 770-1237,2900,545,
WCC06-61721  ,SHELL - HECIENDA PP#41                  ,1 HECIENDA DRIVE                        ,                                        ,,SCOTTS VALLEY       ,CA             ,95066,(831) 438-2140,2900,545,
WCC06-61723  ,SHELL - SOQUEL PP#38                    ,2700 SOQUEL AVE                         ,                                        ,,SOQUEL              ,CA             ,95062,(831) 475-1667,2900,545,
WCC06-61729  ,SHELL - CARMEL CENTER PP#32             ,7 CARMEL CENTER PLACE                   ,                                        ,,CARMEL              ,CA             ,93923,(831) 622-1591,2900,545,
WCC06-61741  ,COUNTRY MARKET                          ,10476 WEST LINNE RD                     ,                                        ,,TRACY               ,CA             ,95377,(209) 481-4099,2900,545,
WCC06-61742  ,76 - EVERGREEN                          ,3295 S WHITE RD                         ,                                        ,,SAN JOSE            ,CA             ,95148,(408) 270-1851,2900,545,
WCC06-61745  ,VALERO - WINTON                         ,23990 HESPERIAN BLVD                   ,                                        ,,HAYWARD             ,CA             ,94541,(510) 750-3708,2900,545,
WCC06-61758  ,4TH ST MARKET                           ,301 4TH ST                              ,                                        ,,RICHMOND            ,CA             ,94801,(510) 234-1555,2900,545,
WCC06-61767  , 76 CREST - DOUBLETIME - AA CORP            ,210 WEST JACKSON RD                     ,                                        ,,HAYWARD             ,CA             ,94544,(510) 732-5948,2900,545,
WCC06-61801  ,CAFFINO                                 ,2790 HOMESTEAD RD                       ,                                        ,,SANTA CLARA         ,CA             ,95054,(408) 821-3127,2900,545,
WCC06-61805  ,76 - EAGLE CANYON - ARDENWOOD           ,34867 ARDENWOOD BLVD                    ,                                        ,,FREMONT             ,CA             ,94555,(510) 320-5230,2900,545,
WCC06-61807  ,76 - EAGLE CANYON - AUTOMALL            ,2950 AUTOMALL PKWY                      ,                                        ,,FREMONT             ,CA             ,94538,(510) 270-8474,2900,545,
WCC06-61808  ,76 - EAGLE CANYON - SAN MATEO           ,2800 S EL CAMINO REAL                  ,                                        ,,SAN MATEO           ,CA             ,94403,(650) 312-9519,2900,545,
WCC06-61816  ,76 - SAM-DOUBLE TIME                    ,4860 SOQUEL DR                         ,                                        ,,SOQUEL              ,CA             ,95073,(415) 351-8550,2900,545,
WCC06-61819  ,VALERO GAS AND MART                     ,15595 WASHINGTON AVE                    ,                                        ,,SAN LORENZO         ,CA             ,94580,(510) 379-0866,2900,545,
WCC06-61825  ,ANABI OIL - AISLE 1 #682                ,2681 BLANDING AVE                       ,                                        ,,ALAMEDA             ,CA             ,94501,(510) 748-0112,2900,545,
WCC06-61827  ,ANABI OIL - AISLE 1 # 356               ,4219 EAST MORADO LANE                   ,                                        ,,STOCKTON            ,CA             ,95212,(209) 472-9842,2900,545,
WCC06-61828  ,CENTRAL GAS - STOCKTON #2               ,642 N HUNTER ST                        ,                                        ,,STOCKTON            ,CA             ,95202,(650) 267-0523,2900,545,
WCC06-61836  ,K & R BEER WINE & LIQUOR                ,30124 YOSEMITE BLVD                     ,                                        ,,LA GRANGE           ,CA             ,95329,(209) 678-6600,2900,545,
WCC06-61842  ,CENTRAL GAS - OAKDALE #613              ,613 EAST F ST                           ,                                        ,,OAKDALE             ,CA             ,95361,(650) 267-0523,2900,545,
WCC06-61844  ,VAN NESS MARKET                         ,920 VAN NESS                            ,                                        ,,SAN FRANCISCO       ,CA             ,94109,(415) 286-8282,2900,545,
WCC06-61846  ,FIESTA LATINO MARKET                    ,451 BEACH ST                            ,                                        ,,WATSONVILLE         ,CA             ,95076,(559) 419-3916,2900,545,
WCC06-61851  ,5 STAR FOOD & LIQUOR INC                ,812 LINDEN AVE                          ,                                        ,,SAN FRANCISCO       ,CA             ,94080,(510) 867-9279,2900,545,
WCC06-61855  ,VALERO - WATSONVILLE                    ,676 EAST LAKE AVE                       ,                                        ,,WATSONVILLE         ,CA             ,95070,(831) 761-2525,2900,545,
WCC06-61857  ,GOLDEN GATE - OAKLAND 23RD              ,421 23RD AVE                            ,                                        ,,OAKLAND             ,CA             ,94606,(916) 801-3956,2900,545,
WCC06-61858  ,OAKLAND FIREHOUSE #17                   ,3344 HIGH ST                            ,                                        ,,OAKLAND             ,CA             ,94619,(925) 383-1239,2900,545,
WCC06-61859  ,C AND F MARKET #3                       ,5913 MCHENRY AVE                        ,                                        ,,MODESTO             ,CA             ,95356,(209) 300-3488,2900,545,
WCC06-61863  ,MI GUSTO ES                             ,433 FIRST ST                            ,                                        ,,GILROY              ,CA             ,95020,(669) 327-5447,2900,545,
WCC06-61871  ,S. EXPRESS #68203 - ANABI OIL           ,1365 KOOSER RD                          ,                                        ,,SAN JOSE            ,CA             ,98203,(408) 265-4579,2900,545,
WCC06-61875  ,FULL STOP                               ,419 S WALKER LANE                      ,                                        ,,STOCKTON            ,CA             ,95215,(209) 568-5853,2900,545,
WCC06-61878  ,FRIENDLY MARKET                         ,3501 INTERNATIONAL BLVD                 ,                                        ,,OAKLAND             ,CA             ,94601,(510) 479-3320,2900,545,
WCC06-61879  ,EXXON GAS - ALUM ROCK                   ,2370 ALUM ROCK AVE                      ,                                        ,,SAN JOSE            ,CA             ,95116,(510) 620-4202,2900,545,
WCC06-61880  ,ANABI OIL #68188 - PLEASANT HILL        ,1616 OAK PARK BLVD                      ,                                        ,,PLEASANT HILL       ,CA             ,94523,(925) 937-2242,2900,545,
WCC06-91091  ,76 - CIVIC CENTER                       ,1271 N FIRST STREET                     ,                                        ,,SAN JOSE            ,CA             ,95112,(408) 453-7933,2900,545,
WCC06-91209  ,RICHMOND GAS                            ,3701 CUTTING BLVD                      ,                                        ,,RICHMOND            ,CA             ,94804,(510) 232-1496,2900,545,
WCC06-93216  ,SHELL - CHARTER WAY                     ,620 W CHARTER WAY                       ,                                        ,,STOCKTON            ,CA             ,95206,(209) 466-1901,2900,545,
WCC06-95348  ,THREE B TRUCK PLAZA -  LODI             ,14749 N THORNTON RD                    ,                                        ,,LODI                ,CA             ,95242,(209) 368-8100,2900,545,
WCC06-97681  ,SHELL - DUBLIN BLVD                     ,11989 DUBLIN                            ,                                        ,,DUBLIN              ,CA             ,94568,(925) 828-1248,2900,545,
WCC06-97724  ,ACAMPO STORE                            ,3085 E ACAMPO RD                       ,                                        ,,ACAMPO              ,CA             ,95220,(210) 595-3391,2900,545,
WCC07-21100  ,RAYS FOOD PLACE #10 - PHOENIX           ,735 N MAIN ST                           ,                                        ,,PHOENIX             ,OR             ,97535,(541) 535-5766,2900,545,
WCC07-21102  ,RAYS FOOD PLACE #9 - CENTRAL POINT      ,126 E PINE ST                           ,                                        ,,CENTRAL POINT       ,OR             ,97502,(541) 664-3344,2900,545,
WCC07-25359  ,RAYS FOOD PLACE #12 - MERLIN            ,3500 MERLIN RD                         ,                                        ,,MERLIN              ,OR             ,97526,(541) 476-4551,2900,545,
WCC07-25554  ,MINUTE MARKET #4 CORP OFFICE            ,610 EAST MAIN ST                        ,                                        ,,MEDFORD             ,OR             ,97501,(541) 772-4251,2900,545,
WCC07-25563  ,S&S REBEL ROASTERS                      ,375 2ND                                 ,                                        ,,GOLD HILL           ,OR             ,97525,,2900,545,
WCC07-70002  ,CARTWRIGHT'S MARKET                     ,745 STEWART AVENUE                      ,                                        ,,MEDFORD             ,OR             ,97501,(541) 500-1469,2900,545,
WCC09-190121 ,CIRCLE A FOOD STORE                     ,1506 SACRAMENTO AVE                    ,                                        ,,WEST SACRAMENTO     ,CA             ,95605,(916) 372-5273,2900,545,
WCC09-510101 ,REGINATOS STORE                         ,116 BROADWAY                            ,                                        ,,McCLOUD             ,CA             ,96057,(530) 964-2251,2900,545,
WCC09-61094  ,KINGS SUPERMARKET                       ,1624A FAIRGROUNDS DRIVE                 ,                                        ,,VALLEJO             ,CA             ,94589,(707) 554-8801,2900,545,
WCC09-91029  ,QUICK & SHOP                            ,2590 BUTTE HOUSE RD                     ,                                        ,,YUBA CITY           ,CA             ,95993,(530) 674-2015,2900,545,
WCC09-91060  ,CHEVRON - SHASTA VIEW                   ,2505 TARMAC RD                          ,                                        ,,REDDING             ,CA             ,96003,(530) 722-1020,2900,545,
WCC09-91061  ,SIERRA MINI MART                        ,23010 FORESTHILL RD                     ,                                        ,,FOREST HILLS        ,CA             ,95631,(530) 367-2161,2900,545,
WCC09-91074  ,WAREHOUSE - WOODLAND                    ,1230 HARTER AVE  STE J                  ,                                        ,,WOODLAND            ,CA             ,95776,,2900,545,
WCC09-91088  ,SILVER GAS & FOOD                       ,4625 EL CAMINO AVE                      ,                                        ,,SACRAMENTO          ,CA             ,95821,(916) 482-3061,2900,545,
WCC09-91122  ,RAYS FOOD PLACE #24 - MT SHASTA         ,160 MORGAN WAY                          ,                                        ,,MT SHASTA           ,CA             ,96067,(530) 926-3390,2900,545,
WCC09-92033  ,VALERO - FOREST HILL                    ,23970 FORESTHILL RD                     ,                                        ,,FOREST HILLS        ,CA             ,95631,(530) 367-2779,2900,545,
WCC09-92236  ,MISC CUSTOMER                           ,1230 HARTER AVE                         ,                                        ,,WOODLAND            ,CA             ,95776,(530) 406-1210,2900,545,
WCC09-95359  ,CHEVRON - I-5 FOOD AND GAS              ,2020 E MAIN ST                        ,                                        ,,WOODLAND            ,CA             ,95776,(916) 308-0815,2900,545,
WCC09-95379  ,EZ STOP                                 ,5367 ELKHORN BLVD                       ,                                        ,,SACRAMENTO          ,CA             ,95842,(916) 334-8892,2900,545,
WCC09-95411  ,STANFORD MARKET                         ,3404 MARTIN LUTHER KING BLVD           ,                                        ,,SACRAMENTO          ,CA             ,95817,(916) 452-1251,2900,545,
WCC09-95416  ,A-1 FOOD AND LIQUOR                     ,7261 STOCKTON BLVD                     ,                                        ,,SACRAMENTO          ,CA             ,95828,(916) 424-5614,2900,545,
WCC09-95430  ,SHELL - POWER INN                       ,8090 FOLSOM BLVD                        ,                                        ,,SACRAMENTO          ,CA             ,95826,(916) 381-0606,2900,545,
WCC09-95433  ,BONFARE #33                             ,809 20TH ST                            ,                                        ,,SACRAMENTO          ,CA             ,95814,(916) 441-1798,2900,545,
WCC09-95434  ,BONFARE #38                             ,2600 RIO LINDA                          ,                                        ,,SACRAMENTO          ,CA             ,95815,(916) 564-2816,2900,545,
WCC09-95545  ,PAL - GAS                               ,2500 SONOMA BLVD                        ,                                        ,,VALLEJO             ,CA             ,94590,(707) 384-4766,2900,545,
WCC09-95548  ,24/7 FUEL AND FOOD                      ,3230 COFFEY LANE                        ,                                        ,,SANTA ROSA          ,CA             ,95403,(707) 544-4425,2900,545,
WCC09-95552  ,CAL PETROLEUM INC.                      ,1051 OLIVER RD                          ,                                        ,,FAIRFIELD           ,CA             ,94534,(707) 425-9500,2900,545,
WCC09-95559  ,ONE STOP GAS                            ,2401 16TH ST                            ,                                        ,,SACRAMENTO          ,CA             ,95818,(510) 209-6707,2900,545,
WCC09-95578  ,BEACON - OLIVEHURST                     ,5057 OLIVEHURST AVE                     ,                                        ,,OLIVEHURST          ,CA             ,95961,(530) 743-5709,2900,545,
WCC09-95589  ,BONFARE #30                             ,2240 SACRAMENTO ST                      ,                                        ,,VALLEJO             ,CA             ,94590,(707) 648-7005,2900,545,
WCC09-95601  ,CHEVRON - ANTELOPE                      ,5869 ANTELOPE RD                        ,                                        ,,SACRAMENTO          ,CA             ,95842,(916) 729-0729,2900,545,
WCC09-95606  ,SHELL - ARDEN WAY                       ,860 ARDEN WAY                           ,                                        ,,SACRAMENTO          ,CA             ,95815,(916) 333-3889,2900,545,
WCC09-95620  ,SHELL - FLORIN RD                       ,8062 FLORIN RD                          ,                                        ,,SACRAMENTO          ,CA             ,95823,(916) 393-2585,2900,545,
WCC09-95633  ,DIAMOND GAS & MART - E BIDWELL ST       ,500 E BIDWELL                           ,                                        ,,FOLSOM              ,CA             ,95630,(209) 527-4355,2900,545,
WCC09-95634  ,VALERO - STOP N SAVE #130               ,639 PLEASANT VALLEY RD                  ,                                        ,,DIAMOND SPRING      ,CA             ,95619,(530) 621-4427,2900,545,
WCC09-95637  ,CHEVRON - I-5                           ,596 N EAST ST                           ,                                        ,,WOODLAND            ,CA             ,95776,(530) 668-1517,2900,545,
WCC09-95640  ,VALERO - LINDA                          ,1573 N BEALE RD                         ,                                        ,,LINDA               ,CA             ,95901,(530) 845-1225,2900,545,
WCC09-95652  ,COST U LESS                             ,7948 HWY 99                            ,                                        ,,LOS MOLINOS         ,CA             ,96055,(510) 760-5322,2900,545,
WCC09-95655  ,CHEVRON - POLLOCK PINES                 ,6306 PONY EXPRESS TRAIL                 ,                                        ,,POLLOCK PINES       ,CA             ,95726,(530) 207-9962,2900,545,
WCC09-95658  ,76 - FOLSOM                             ,7620 FOLSOM AUBURN RD                   ,                                        ,,FOLSOM              ,CA             ,95630,(916) 989-3904,2900,545,
